"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","match"
"68628","BOCK","a","15","19","The",1,66,277,100,"match"
"68629","BOCK","a","15","19","check",2,66,263,100,"match"
"68630","BOCK","a","15","19","from",3,66,243,100,"match"
"68631","BOCK","a","15","19","the",4,66,230,100,"match"
"68632","BOCK","a","15","19","stockbroker",5,66,235,100,"match"
"68633","BOCK","a","15","19","happily",6,66,238,100,"match"
"68634","BOCK","a","15","19","was",7,66,255,100,"match"
"68635","BOCK","a","15","19","a",8,66,258,100,"match"
"68636","BOCK","a","15","19","dividend",9,66,236,100,"match"
"68637","BOCK","a","15","19","on",10,66,244,100,"match"
"68638","BOCK","a","15","19","a",11,66,239,100,"match"
"68639","BOCK","a","15","19","long-term",12,66,252,100,"match"
"68640","BOCK","a","15","19","bond.",13,66,321,100,"match"
"68871","BOCK","a","19","19","The",1,81,287,100,"match"
"68872","BOCK","a","19","19","warning",2,81,273,100,"match"
"68873","BOCK","a","19","19","from",3,81,230,100,"match"
"68874","BOCK","a","19","19","the",4,81,269,100,"match"
"68875","BOCK","a","19","19","expert",5,81,247,100,"match"
"68876","BOCK","a","19","19","unsurprisingly",6,81,211,100,"match"
"68877","BOCK","a","19","19","was",7,81,257,100,"match"
"68878","BOCK","a","19","19","a",8,81,233,100,"match"
"68879","BOCK","a","19","19","shock",9,81,241,100,"match"
"68880","BOCK","a","19","19","to",10,81,271,100,"match"
"68881","BOCK","a","19","19","the",11,81,212,100,"match"
"68882","BOCK","a","19","19","residents",12,81,206,100,"match"
"68883","BOCK","a","19","19","of",13,81,274,100,"match"
"68884","BOCK","a","19","19","the",14,81,233,100,"match"
"68885","BOCK","a","19","19","city.",15,81,408,100,"match"
"68908","BOCK","b","14","19","The",1,83,222,100,"mismatch"
"68909","BOCK","b","14","19","memo",2,83,255,100,"mismatch"
"68910","BOCK","b","14","19","from",3,83,241,100,"mismatch"
"68911","BOCK","b","14","19","the",4,83,239,100,"mismatch"
"68912","BOCK","b","14","19","supervisors",5,83,227,100,"mismatch"
"68913","BOCK","b","14","19","unfortunately",6,83,218,100,"mismatch"
"68914","BOCK","b","14","19","was",7,83,222,100,"mismatch"
"68915","BOCK","b","14","19","about",8,83,211,100,"mismatch"
"68916","BOCK","b","14","19","the",9,83,225,100,"mismatch"
"68917","BOCK","b","14","19","delinquent",10,83,229,100,"mismatch"
"68918","BOCK","b","14","19","tax",11,83,246,100,"mismatch"
"68919","BOCK","b","14","19","return.",12,83,257,100,"mismatch"
"69073","BOCK","b","2","19","The",1,93,250,100,"mismatch"
"69074","BOCK","b","2","19","picture",2,93,222,100,"mismatch"
"69075","BOCK","b","2","19","on",3,93,257,100,"mismatch"
"69076","BOCK","b","2","19","the",4,93,263,100,"mismatch"
"69077","BOCK","b","2","19","fliers",5,93,217,100,"mismatch"
"69078","BOCK","b","2","19","definitely",6,93,238,100,"mismatch"
"69079","BOCK","b","2","19","was",7,93,255,100,"mismatch"
"69080","BOCK","b","2","19","of",8,93,251,100,"mismatch"
"69081","BOCK","b","2","19","a",9,93,198,100,"mismatch"
"69082","BOCK","b","2","19","village",10,93,228,100,"mismatch"
"69083","BOCK","b","2","19","church",11,93,220,100,"mismatch"
"69084","BOCK","b","2","19","in",12,93,234,100,"mismatch"
"69085","BOCK","b","2","19","the",13,93,212,100,"mismatch"
"69086","BOCK","b","2","19","south",14,93,215,100,"mismatch"
"69087","BOCK","b","2","19","of",15,93,431,100,"mismatch"
"69088","BOCK","b","2","19","France.",16,93,203,100,"mismatch"
"69111","BOCK","a","11","19","The",1,95,234,100,"match"
"69112","BOCK","a","11","19","traitor",2,95,190,100,"match"
"69113","BOCK","a","11","19","in",3,95,206,100,"match"
"69114","BOCK","a","11","19","the",4,95,206,100,"match"
"69115","BOCK","a","11","19","camp",5,95,225,100,"match"
"69116","BOCK","a","11","19","regrettably",6,95,176,100,"match"
"69117","BOCK","a","11","19","was",7,95,208,100,"match"
"69118","BOCK","a","11","19","passing",8,95,219,100,"match"
"69119","BOCK","a","11","19","information",9,95,222,100,"match"
"69120","BOCK","a","11","19","to",10,95,219,100,"match"
"69121","BOCK","a","11","19","the",11,95,217,100,"match"
"69122","BOCK","a","11","19","enemy",12,95,219,100,"match"
"69123","BOCK","a","11","19","through",13,95,214,100,"match"
"69124","BOCK","a","11","19","various",14,95,402,100,"match"
"69125","BOCK","a","11","19","secret",15,95,216,100,"match"
"69126","BOCK","a","11","19","methods.",16,95,219,100,"match"
"69245","BOCK","b","22","19","The",1,102,171,100,"mismatch"
"69246","BOCK","b","22","19","path",2,102,212,100,"mismatch"
"69247","BOCK","b","22","19","to",3,102,190,100,"mismatch"
"69248","BOCK","b","22","19","the",4,102,174,100,"mismatch"
"69249","BOCK","b","22","19","monuments",5,102,182,100,"mismatch"
"69250","BOCK","b","22","19","happily",6,102,179,100,"mismatch"
"69251","BOCK","b","22","19","was",7,102,190,100,"mismatch"
"69252","BOCK","b","22","19","lined",8,102,187,100,"mismatch"
"69253","BOCK","b","22","19","with",9,102,190,100,"mismatch"
"69254","BOCK","b","22","19","lovely",10,102,192,100,"mismatch"
"69255","BOCK","b","22","19","trees",11,102,165,100,"mismatch"
"69256","BOCK","b","22","19","and",12,102,187,100,"mismatch"
"69257","BOCK","b","22","19","flowers.",13,102,182,100,"mismatch"
"69526","BOCK","a","23","19","The",1,119,166,100,"match"
"69527","BOCK","a","23","19","message",2,119,185,100,"match"
"69528","BOCK","a","23","19","from",3,119,222,100,"match"
"69529","BOCK","a","23","19","the",4,119,198,100,"match"
"69530","BOCK","a","23","19","engineer",5,119,192,100,"match"
"69531","BOCK","a","23","19","regrettably",6,119,178,100,"match"
"69532","BOCK","a","23","19","was",7,119,187,100,"match"
"69533","BOCK","a","23","19","about",8,119,392,100,"match"
"69534","BOCK","a","23","19","the",9,119,181,100,"match"
"69535","BOCK","a","23","19","recent",10,119,195,100,"match"
"69536","BOCK","a","23","19","weakening",11,119,178,100,"match"
"69537","BOCK","a","23","19","to",12,119,184,100,"match"
"69538","BOCK","a","23","19","the",13,119,201,100,"match"
"69539","BOCK","a","23","19","building's",14,119,187,100,"match"
"69540","BOCK","a","23","19","structural",15,119,175,100,"match"
"69541","BOCK","a","23","19","supports.",16,119,200,100,"match"
"69632","BOCK","b","6","19","The",1,125,193,0,"mismatch"
"69633","BOCK","b","6","19","name",2,125,163,0,"mismatch"
"69634","BOCK","b","6","19","on",3,125,165,0,"mismatch"
"69635","BOCK","b","6","19","the",4,125,177,0,"mismatch"
"69636","BOCK","b","6","19","billboards",5,125,184,0,"mismatch"
"69637","BOCK","b","6","19","probably",6,125,189,0,"mismatch"
"69638","BOCK","b","6","19","was",7,125,179,0,"mismatch"
"69639","BOCK","b","6","19","of",8,125,187,0,"mismatch"
"69640","BOCK","b","6","19","a",9,125,185,0,"mismatch"
"69641","BOCK","b","6","19","prominent",10,125,190,0,"mismatch"
"69642","BOCK","b","6","19","local",11,125,201,0,"mismatch"
"69643","BOCK","b","6","19","businessman.",12,125,200,0,"mismatch"
"69722","BOCK","a","13","19","The",1,130,207,100,"match"
"69723","BOCK","a","13","19","door",2,130,198,100,"match"
"69724","BOCK","a","13","19","to",3,130,182,100,"match"
"69725","BOCK","a","13","19","the",4,130,169,100,"match"
"69726","BOCK","a","13","19","laboratory",5,130,176,100,"match"
"69727","BOCK","a","13","19","accidentally",6,130,181,100,"match"
"69728","BOCK","a","13","19","was",7,130,190,100,"match"
"69729","BOCK","a","13","19","left",8,130,163,100,"match"
"69730","BOCK","a","13","19","unlocked",9,130,179,100,"match"
"69731","BOCK","a","13","19","by",10,130,205,100,"match"
"69732","BOCK","a","13","19","the",11,130,204,100,"match"
"69733","BOCK","a","13","19","cleaning",12,130,171,100,"match"
"69734","BOCK","a","13","19","service.",13,130,192,100,"match"
"69995","BOCK","b","8","19","The",1,146,187,100,"mismatch"
"69996","BOCK","b","8","19","defect",2,146,165,100,"mismatch"
"69997","BOCK","b","8","19","in",3,146,182,100,"mismatch"
"69998","BOCK","b","8","19","the",4,146,179,100,"mismatch"
"69999","BOCK","b","8","19","appliances",5,146,174,100,"mismatch"
"70000","BOCK","b","8","19","likely",6,146,187,100,"mismatch"
"70001","BOCK","b","8","19","was",7,146,193,100,"mismatch"
"70002","BOCK","b","8","19","unknown",8,146,190,100,"mismatch"
"70003","BOCK","b","8","19","to",9,146,181,100,"mismatch"
"70004","BOCK","b","8","19","consumers",10,146,198,100,"mismatch"
"70005","BOCK","b","8","19","and",11,146,195,100,"mismatch"
"70006","BOCK","b","8","19","government",12,146,182,100,"mismatch"
"70007","BOCK","b","8","19","regulators.",13,146,181,100,"mismatch"
"70117","BOCK","b","24","19","The",1,153,166,100,"mismatch"
"70118","BOCK","b","24","19","gate",2,153,176,100,"mismatch"
"70119","BOCK","b","24","19","to",3,153,203,100,"mismatch"
"70120","BOCK","b","24","19","the",4,153,171,100,"mismatch"
"70121","BOCK","b","24","19","pastures",5,153,176,100,"mismatch"
"70122","BOCK","b","24","19","evidently",6,153,173,100,"mismatch"
"70123","BOCK","b","24","19","was",7,153,187,100,"mismatch"
"70124","BOCK","b","24","19","falling",8,153,190,100,"mismatch"
"70125","BOCK","b","24","19","down",9,153,195,100,"mismatch"
"70126","BOCK","b","24","19","due",10,153,171,100,"mismatch"
"70127","BOCK","b","24","19","to",11,153,190,100,"mismatch"
"70128","BOCK","b","24","19","disrepair.",12,153,171,100,"mismatch"
"70212","BOCK","a","3","19","The",1,159,160,100,"match"
"70213","BOCK","a","3","19","mistake",2,159,231,100,"match"
"70214","BOCK","a","3","19","in",3,159,200,100,"match"
"70215","BOCK","a","3","19","the",4,159,198,100,"match"
"70216","BOCK","a","3","19","program",5,159,173,100,"match"
"70217","BOCK","a","3","19","certainly",6,159,200,100,"match"
"70218","BOCK","a","3","19","was",7,159,184,100,"match"
"70219","BOCK","a","3","19","disastrous",8,159,198,100,"match"
"70220","BOCK","a","3","19","for",9,159,187,100,"match"
"70221","BOCK","a","3","19","the",10,159,206,100,"match"
"70222","BOCK","a","3","19","small",11,159,182,100,"match"
"70223","BOCK","a","3","19","software",12,159,203,100,"match"
"70224","BOCK","a","3","19","company.",13,159,189,100,"match"
"70414","BOCK","b","10","19","The",1,171,504,100,"mismatch"
"70415","BOCK","b","10","19","advertisement",2,171,195,100,"mismatch"
"70416","BOCK","b","10","19","on",3,171,181,100,"mismatch"
"70417","BOCK","b","10","19","the",4,171,187,100,"mismatch"
"70418","BOCK","b","10","19","skyscrapers",5,171,184,100,"mismatch"
"70419","BOCK","b","10","19","typically",6,171,184,100,"mismatch"
"70420","BOCK","b","10","19","was",7,171,559,100,"mismatch"
"70421","BOCK","b","10","19","hard",8,171,241,100,"mismatch"
"70422","BOCK","b","10","19","to",9,171,206,100,"mismatch"
"70423","BOCK","b","10","19","read",10,171,201,100,"mismatch"
"70424","BOCK","b","10","19","except",11,171,193,100,"mismatch"
"70425","BOCK","b","10","19","from",12,171,190,100,"mismatch"
"70426","BOCK","b","10","19","a",13,171,190,100,"mismatch"
"70427","BOCK","b","10","19","long",14,171,201,100,"mismatch"
"70428","BOCK","b","10","19","distance",15,171,190,100,"mismatch"
"70429","BOCK","b","10","19","away.",16,171,201,100,"mismatch"
"70754","BOCK","b","20","19","The",1,191,208,100,"mismatch"
"70755","BOCK","b","20","19","bridge",2,191,167,100,"mismatch"
"70756","BOCK","b","20","19","to",3,191,200,100,"mismatch"
"70757","BOCK","b","20","19","the",4,191,179,100,"mismatch"
"70758","BOCK","b","20","19","islands",5,191,189,100,"mismatch"
"70759","BOCK","b","20","19","apparently",6,191,181,100,"mismatch"
"70760","BOCK","b","20","19","was",7,191,190,100,"mismatch"
"70761","BOCK","b","20","19","about",8,191,179,100,"mismatch"
"70762","BOCK","b","20","19","ten",9,191,182,100,"mismatch"
"70763","BOCK","b","20","19","miles",10,191,174,100,"mismatch"
"70764","BOCK","b","20","19","off",11,191,195,100,"mismatch"
"70765","BOCK","b","20","19","the",12,191,190,100,"mismatch"
"70766","BOCK","b","20","19","main",13,191,209,100,"mismatch"
"70767","BOCK","b","20","19","highway.",14,191,190,100,"mismatch"
"71141","BOCK","b","4","19","The",1,213,169,0,"mismatch"
"71142","BOCK","b","4","19","label",2,213,179,0,"mismatch"
"71143","BOCK","b","4","19","on",3,213,185,0,"mismatch"
"71144","BOCK","b","4","19","the",4,213,179,0,"mismatch"
"71145","BOCK","b","4","19","containers",5,213,187,0,"mismatch"
"71146","BOCK","b","4","19","probably",6,213,179,0,"mismatch"
"71147","BOCK","b","4","19","was",7,213,198,0,"mismatch"
"71148","BOCK","b","4","19","a",8,213,177,0,"mismatch"
"71149","BOCK","b","4","19","warning",9,213,187,0,"mismatch"
"71150","BOCK","b","4","19","about",10,213,206,0,"mismatch"
"71151","BOCK","b","4","19","the",11,213,160,0,"mismatch"
"71152","BOCK","b","4","19","hazardous",12,213,209,0,"mismatch"
"71153","BOCK","b","4","19","chemicals",13,213,219,0,"mismatch"
"71154","BOCK","b","4","19","inside.",14,213,227,0,"mismatch"
"71173","BOCK","a","5","19","The",1,215,365,100,"match"
"71174","BOCK","a","5","19","problem",2,215,193,100,"match"
"71175","BOCK","a","5","19","in",3,215,212,100,"match"
"71176","BOCK","a","5","19","the",4,215,155,100,"match"
"71177","BOCK","a","5","19","store",5,215,172,100,"match"
"71178","BOCK","a","5","19","ultimately",6,215,223,100,"match"
"71179","BOCK","a","5","19","was",7,215,184,100,"match"
"71180","BOCK","a","5","19","solved",8,215,397,100,"match"
"71181","BOCK","a","5","19","by",9,215,171,100,"match"
"71182","BOCK","a","5","19","firing",10,215,198,100,"match"
"71183","BOCK","a","5","19","the",11,215,211,100,"match"
"71184","BOCK","a","5","19","custodian.",12,215,194,100,"match"
"71513","BOCK","b","17","20","The",1,12,331,100,"mismatch"
"71514","BOCK","b","17","20","letter",2,12,333,100,"mismatch"
"71515","BOCK","b","17","20","from",3,12,308,100,"mismatch"
"71516","BOCK","b","17","20","the",4,12,323,100,"mismatch"
"71517","BOCK","b","17","20","investigators",5,12,306,100,"mismatch"
"71518","BOCK","b","17","20","allegedly",6,12,349,100,"mismatch"
"71519","BOCK","b","17","20","was",7,12,347,100,"mismatch"
"71520","BOCK","b","17","20","received",8,12,342,100,"mismatch"
"71521","BOCK","b","17","20","in",9,12,395,100,"mismatch"
"71522","BOCK","b","17","20","San",10,12,377,100,"mismatch"
"71523","BOCK","b","17","20","Francisco",11,12,441,100,"mismatch"
"71524","BOCK","b","17","20","in",12,12,428,100,"mismatch"
"71525","BOCK","b","17","20","late",13,12,377,100,"mismatch"
"71526","BOCK","b","17","20","March.",14,12,374,100,"mismatch"
"71734","BOCK","b","23","20","The",1,24,263,0,"mismatch"
"71735","BOCK","b","23","20","message",2,24,246,0,"mismatch"
"71736","BOCK","b","23","20","from",3,24,265,0,"mismatch"
"71737","BOCK","b","23","20","the",4,24,276,0,"mismatch"
"71738","BOCK","b","23","20","engineers",5,24,271,0,"mismatch"
"71739","BOCK","b","23","20","regrettably",6,24,300,0,"mismatch"
"71740","BOCK","b","23","20","was",7,24,624,0,"mismatch"
"71741","BOCK","b","23","20","about",8,24,360,0,"mismatch"
"71742","BOCK","b","23","20","the",9,24,341,0,"mismatch"
"71743","BOCK","b","23","20","recent",10,24,713,0,"mismatch"
"71744","BOCK","b","23","20","weakening",11,24,335,0,"mismatch"
"71745","BOCK","b","23","20","to",12,24,489,0,"mismatch"
"71746","BOCK","b","23","20","the",13,24,368,0,"mismatch"
"71747","BOCK","b","23","20","building's",14,24,389,0,"mismatch"
"71748","BOCK","b","23","20","structural",15,24,456,0,"mismatch"
"71749","BOCK","b","23","20","supports.",16,24,720,0,"mismatch"
"71827","BOCK","b","1","20","The",1,30,328,100,"mismatch"
"71828","BOCK","b","1","20","slogan",2,30,276,100,"mismatch"
"71829","BOCK","b","1","20","on",3,30,314,100,"mismatch"
"71830","BOCK","b","1","20","the",4,30,315,100,"mismatch"
"71831","BOCK","b","1","20","posters",5,30,301,100,"mismatch"
"71832","BOCK","b","1","20","unsurprisingly",6,30,339,100,"mismatch"
"71833","BOCK","b","1","20","was",7,30,351,100,"mismatch"
"71834","BOCK","b","1","20","designed",8,30,317,100,"mismatch"
"71835","BOCK","b","1","20","to",9,30,368,100,"mismatch"
"71836","BOCK","b","1","20","get",10,30,331,100,"mismatch"
"71837","BOCK","b","1","20","attention.",11,30,476,100,"mismatch"
"71963","BOCK","a","24","20","The",1,39,376,100,"match"
"71964","BOCK","a","24","20","gate",2,39,252,100,"match"
"71965","BOCK","a","24","20","to",3,39,362,100,"match"
"71966","BOCK","a","24","20","the",4,39,268,100,"match"
"71967","BOCK","a","24","20","pasture",5,39,290,100,"match"
"71968","BOCK","a","24","20","evidently",6,39,578,100,"match"
"71969","BOCK","a","24","20","was",7,39,470,100,"match"
"71970","BOCK","a","24","20","falling",8,39,481,100,"match"
"71971","BOCK","a","24","20","down",9,39,624,100,"match"
"71972","BOCK","a","24","20","due",10,39,387,100,"match"
"71973","BOCK","a","24","20","to",11,39,349,100,"match"
"71974","BOCK","a","24","20","disrepair.",12,39,405,100,"match"
"72049","BOCK","a","6","20","The",1,45,315,100,"match"
"72050","BOCK","a","6","20","name",2,45,300,100,"match"
"72051","BOCK","a","6","20","on",3,45,333,100,"match"
"72052","BOCK","a","6","20","the",4,45,341,100,"match"
"72053","BOCK","a","6","20","billboard",5,45,292,100,"match"
"72054","BOCK","a","6","20","probably",6,45,292,100,"match"
"72055","BOCK","a","6","20","was",7,45,338,100,"match"
"72056","BOCK","a","6","20","of",8,45,303,100,"match"
"72057","BOCK","a","6","20","a",9,45,320,100,"match"
"72058","BOCK","a","6","20","prominent",10,45,287,100,"match"
"72059","BOCK","a","6","20","local",11,45,308,100,"match"
"72060","BOCK","a","6","20","businessman.",12,45,403,100,"match"
"72096","BOCK","a","12","20","The",1,48,409,100,"match"
"72097","BOCK","a","12","20","flaw",2,48,308,100,"match"
"72098","BOCK","a","12","20","in",3,48,357,100,"match"
"72099","BOCK","a","12","20","the",4,48,370,100,"match"
"72100","BOCK","a","12","20","argument",5,48,530,100,"match"
"72101","BOCK","a","12","20","usually",6,48,438,100,"match"
"72102","BOCK","a","12","20","was",7,48,476,100,"match"
"72103","BOCK","a","12","20","clear",8,48,382,100,"match"
"72104","BOCK","a","12","20","to",9,48,444,100,"match"
"72105","BOCK","a","12","20","everyone",10,48,397,100,"match"
"72106","BOCK","a","12","20","in",11,48,344,100,"match"
"72107","BOCK","a","12","20","the",12,48,284,100,"match"
"72108","BOCK","a","12","20","lecture",13,48,276,100,"match"
"72109","BOCK","a","12","20","hall",14,48,379,100,"match"
"72110","BOCK","a","12","20","after",15,48,398,100,"match"
"72111","BOCK","a","12","20","just",16,48,357,100,"match"
"72112","BOCK","a","12","20","five",17,48,351,100,"match"
"72113","BOCK","a","12","20","minutes.",18,48,352,100,"match"
"72284","BOCK","a","20","20","The",1,59,318,100,"match"
"72285","BOCK","a","20","20","bridge",2,59,306,100,"match"
"72286","BOCK","a","20","20","to",3,59,347,100,"match"
"72287","BOCK","a","20","20","the",4,59,314,100,"match"
