"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","match"
"152931","BOCK","c","2","34","The",1,146,305,100,"ungram","match"
"152932","BOCK","c","2","34","picture",2,146,263,100,"ungram","match"
"152933","BOCK","c","2","34","on",3,146,296,100,"ungram","match"
"152934","BOCK","c","2","34","the",4,146,757,100,"ungram","match"
"152935","BOCK","c","2","34","flier",5,146,365,100,"ungram","match"
"152936","BOCK","c","2","34","definitely",6,146,333,100,"ungram","match"
"152937","BOCK","c","2","34","were",7,146,280,100,"ungram","match"
"152938","BOCK","c","2","34","of",8,146,929,100,"ungram","match"
"152939","BOCK","c","2","34","a",9,146,369,100,"ungram","match"
"152940","BOCK","c","2","34","village",10,146,256,100,"ungram","match"
"152941","BOCK","c","2","34","church",11,146,353,100,"ungram","match"
"152942","BOCK","c","2","34","in",12,146,251,100,"ungram","match"
"152943","BOCK","c","2","34","the",13,146,248,100,"ungram","match"
"152944","BOCK","c","2","34","south",14,146,238,100,"ungram","match"
"152945","BOCK","c","2","34","of",15,146,280,100,"ungram","match"
"152946","BOCK","c","2","34","France.",16,146,328,100,"ungram","match"
"153183","BOCK","d","3","34","The",1,162,262,100,"ungram","mismatch"
"153184","BOCK","d","3","34","mistake",2,162,307,100,"ungram","mismatch"
"153185","BOCK","d","3","34","in",3,162,256,100,"ungram","mismatch"
"153186","BOCK","d","3","34","the",4,162,224,100,"ungram","mismatch"
"153187","BOCK","d","3","34","programs",5,162,207,100,"ungram","mismatch"
"153188","BOCK","d","3","34","certainly",6,162,247,100,"ungram","mismatch"
"153189","BOCK","d","3","34","were",7,162,239,100,"ungram","mismatch"
"153190","BOCK","d","3","34","disastrous",8,162,817,100,"ungram","mismatch"
"153191","BOCK","d","3","34","for",9,162,237,100,"ungram","mismatch"
"153192","BOCK","d","3","34","the",10,162,216,100,"ungram","mismatch"
"153193","BOCK","d","3","34","small",11,162,210,100,"ungram","mismatch"
"153194","BOCK","d","3","34","software",12,162,223,100,"ungram","mismatch"
"153195","BOCK","d","3","34","company.",13,162,258,100,"ungram","mismatch"
"153289","BOCK","b","13","34","The",1,168,361,100,"gramm","mismatch"
"153290","BOCK","b","13","34","door",2,168,261,100,"gramm","mismatch"
"153291","BOCK","b","13","34","to",3,168,291,100,"gramm","mismatch"
"153292","BOCK","b","13","34","the",4,168,239,100,"gramm","mismatch"
"153293","BOCK","b","13","34","laboratories",5,168,228,100,"gramm","mismatch"
"153294","BOCK","b","13","34","accidentally",6,168,247,100,"gramm","mismatch"
"153295","BOCK","b","13","34","was",7,168,354,100,"gramm","mismatch"
"153296","BOCK","b","13","34","left",8,168,215,100,"gramm","mismatch"
"153297","BOCK","b","13","34","unlocked",9,168,178,100,"gramm","mismatch"
"153298","BOCK","b","13","34","accidentally",10,168,207,100,"gramm","mismatch"
"153299","BOCK","b","13","34","by",11,168,276,100,"gramm","mismatch"
"153300","BOCK","b","13","34","the",12,168,349,100,"gramm","mismatch"
"153301","BOCK","b","13","34","cleaning",13,168,188,100,"gramm","mismatch"
"153302","BOCK","b","13","34","service.",14,168,228,100,"gramm","mismatch"
"153429","BOCK","d","11","34","The",1,177,415,100,"ungram","mismatch"
"153430","BOCK","d","11","34","traitor",2,177,428,100,"ungram","mismatch"
"153431","BOCK","d","11","34","in",3,177,290,100,"ungram","mismatch"
"153432","BOCK","d","11","34","the",4,177,275,100,"ungram","mismatch"
"153433","BOCK","d","11","34","camps",5,177,422,100,"ungram","mismatch"
"153434","BOCK","d","11","34","regrettably",6,177,408,100,"ungram","mismatch"
"153435","BOCK","d","11","34","were",7,177,304,100,"ungram","mismatch"
"153436","BOCK","d","11","34","passing",8,177,286,100,"ungram","mismatch"
"153437","BOCK","d","11","34","information",9,177,258,100,"ungram","mismatch"
"153438","BOCK","d","11","34","to",10,177,274,100,"ungram","mismatch"
"153439","BOCK","d","11","34","the",11,177,247,100,"ungram","mismatch"
"153440","BOCK","d","11","34","enemy",12,177,245,100,"ungram","mismatch"
"153441","BOCK","d","11","34","through",13,177,237,100,"ungram","mismatch"
"153442","BOCK","d","11","34","various",14,177,223,100,"ungram","mismatch"
"153443","BOCK","d","11","34","secret",15,177,263,100,"ungram","mismatch"
"153444","BOCK","d","11","34","methods.",16,177,218,100,"ungram","mismatch"
"153708","BOCK","b","21","34","The",1,194,554,100,"gramm","mismatch"
"153709","BOCK","b","21","34","gift",2,194,347,100,"gramm","mismatch"
"153710","BOCK","b","21","34","from",3,194,267,100,"gramm","mismatch"
"153711","BOCK","b","21","34","the",4,194,251,100,"gramm","mismatch"
"153712","BOCK","b","21","34","visitors",5,194,283,100,"gramm","mismatch"
"153713","BOCK","b","21","34","apparently",6,194,264,100,"gramm","mismatch"
"153714","BOCK","b","21","34","was",7,194,258,100,"gramm","mismatch"
"153715","BOCK","b","21","34","a",8,194,262,100,"gramm","mismatch"
"153716","BOCK","b","21","34","beautiful",9,194,215,100,"gramm","mismatch"
"153717","BOCK","b","21","34","clock",10,194,212,100,"gramm","mismatch"
"153718","BOCK","b","21","34","from",11,194,216,100,"gramm","mismatch"
"153719","BOCK","b","21","34","Germany.",12,194,207,100,"gramm","mismatch"
"153755","BOCK","c","10","34","The",1,197,270,100,"ungram","match"
"153756","BOCK","c","10","34","advertisement",2,197,258,100,"ungram","match"
"153757","BOCK","c","10","34","on",3,197,291,100,"ungram","match"
"153758","BOCK","c","10","34","the",4,197,240,100,"ungram","match"
"153759","BOCK","c","10","34","skyscraper",5,197,237,100,"ungram","match"
"153760","BOCK","c","10","34","typically",6,197,413,100,"ungram","match"
"153761","BOCK","c","10","34","hard",7,197,234,100,"ungram","match"
"153762","BOCK","c","10","34","to",8,197,218,100,"ungram","match"
"153763","BOCK","c","10","34","read",9,197,529,100,"ungram","match"
"153764","BOCK","c","10","34","except",10,197,922,100,"ungram","match"
"153765","BOCK","c","10","34","from",11,197,232,100,"ungram","match"
"153766","BOCK","c","10","34","a",12,197,216,100,"ungram","match"
"153767","BOCK","c","10","34","long",13,197,227,100,"ungram","match"
"153768","BOCK","c","10","34","distance",14,197,207,100,"ungram","match"
"153769","BOCK","c","10","34","away.",15,197,373,100,"ungram","match"
"154235","BOCK","b","1","34","The",1,228,560,100,"gramm","mismatch"
"154236","BOCK","b","1","34","slogan",2,228,379,100,"gramm","mismatch"
"154237","BOCK","b","1","34","on",3,228,294,100,"gramm","mismatch"
"154238","BOCK","b","1","34","the",4,228,361,100,"gramm","mismatch"
"154239","BOCK","b","1","34","posters",5,228,283,100,"gramm","mismatch"
"154240","BOCK","b","1","34","unsurprisingly",6,228,400,100,"gramm","mismatch"
"154241","BOCK","b","1","34","was",7,228,275,100,"gramm","mismatch"
"154242","BOCK","b","1","34","designed",8,228,280,100,"gramm","mismatch"
"154243","BOCK","b","1","34","to",9,228,450,100,"gramm","mismatch"
"154244","BOCK","b","1","34","get",10,228,262,100,"gramm","mismatch"
"154245","BOCK","b","1","34","attention.",11,228,283,100,"gramm","mismatch"
"154258","BOCK","d","7","34","The",1,230,262,100,"ungram","mismatch"
"154259","BOCK","d","7","34","crime",2,230,315,100,"ungram","mismatch"
"154260","BOCK","d","7","34","in",3,230,440,100,"ungram","mismatch"
"154261","BOCK","d","7","34","the",4,230,201,100,"ungram","mismatch"
"154262","BOCK","d","7","34","suburbs",5,230,259,100,"ungram","mismatch"
"154263","BOCK","d","7","34","doubtlessly",6,230,250,100,"ungram","mismatch"
"154264","BOCK","d","7","34","were",7,230,223,100,"ungram","mismatch"
"154265","BOCK","d","7","34","a",8,230,259,100,"ungram","mismatch"
"154266","BOCK","d","7","34","reflection",9,230,199,100,"ungram","mismatch"
"154267","BOCK","d","7","34","of",10,230,218,100,"ungram","mismatch"
"154268","BOCK","d","7","34","the",11,230,218,100,"ungram","mismatch"
"154269","BOCK","d","7","34","violence",12,230,183,100,"ungram","mismatch"
"154270","BOCK","d","7","34","in",13,230,186,100,"ungram","mismatch"
"154271","BOCK","d","7","34","today's",14,230,159,100,"ungram","mismatch"
"154272","BOCK","d","7","34","society.",15,230,440,100,"ungram","mismatch"
"154632","BOCK","d","19","34","The",1,254,364,100,"ungram","mismatch"
"154633","BOCK","d","19","34","warning",2,254,382,100,"ungram","mismatch"
"154634","BOCK","d","19","34","from",3,254,323,100,"ungram","mismatch"
"154635","BOCK","d","19","34","the",4,254,240,100,"ungram","mismatch"
"154636","BOCK","d","19","34","experts",5,254,473,100,"ungram","mismatch"
"154637","BOCK","d","19","34","unsurprisingly",6,254,285,100,"ungram","mismatch"
"154638","BOCK","d","19","34","were",7,254,329,100,"ungram","mismatch"
"154639","BOCK","d","19","34","a",8,254,302,100,"ungram","mismatch"
"154640","BOCK","d","19","34","shock",9,254,267,100,"ungram","mismatch"
"154641","BOCK","d","19","34","to",10,254,503,100,"ungram","mismatch"
"154642","BOCK","d","19","34","the",11,254,264,100,"ungram","mismatch"
"154643","BOCK","d","19","34","residents",12,254,224,100,"ungram","mismatch"
"154644","BOCK","d","19","34","of",13,254,286,100,"ungram","mismatch"
"154645","BOCK","d","19","34","the",14,254,507,100,"ungram","mismatch"
"154646","BOCK","d","19","34","city.",15,254,645,100,"ungram","mismatch"
"154771","BOCK","c","14","34","The",1,262,329,100,"ungram","match"
"154772","BOCK","c","14","34","memo",2,262,251,100,"ungram","match"
"154773","BOCK","c","14","34","from",3,262,280,100,"ungram","match"
"154774","BOCK","c","14","34","the",4,262,218,100,"ungram","match"
"154775","BOCK","c","14","34","supervisor",5,262,223,100,"ungram","match"
"154776","BOCK","c","14","34","unfortunately",6,262,252,100,"ungram","match"
"154777","BOCK","c","14","34","were",7,262,359,100,"ungram","match"
"154778","BOCK","c","14","34","about",8,262,202,100,"ungram","match"
"154779","BOCK","c","14","34","the",9,262,240,100,"ungram","match"
"154780","BOCK","c","14","34","delinquent",10,262,210,100,"ungram","match"
"154781","BOCK","c","14","34","tax",11,262,213,100,"ungram","match"
"154782","BOCK","c","14","34","return.",12,262,291,100,"ungram","match"
"154930","BOCK","b","17","34","The",1,272,254,100,"gramm","mismatch"
"154931","BOCK","b","17","34","letter",2,272,308,100,"gramm","mismatch"
"154932","BOCK","b","17","34","from",3,272,243,100,"gramm","mismatch"
"154933","BOCK","b","17","34","the",4,272,237,100,"gramm","mismatch"
"154934","BOCK","b","17","34","investigators",5,272,183,100,"gramm","mismatch"
"154935","BOCK","b","17","34","allegedly",6,272,251,100,"gramm","mismatch"
"154936","BOCK","b","17","34","was",7,272,237,100,"gramm","mismatch"
"154937","BOCK","b","17","34","received",8,272,277,100,"gramm","mismatch"
"154938","BOCK","b","17","34","in",9,272,315,100,"gramm","mismatch"
"154939","BOCK","b","17","34","San",10,272,251,100,"gramm","mismatch"
"154940","BOCK","b","17","34","Francisco",11,272,202,100,"gramm","mismatch"
"154941","BOCK","b","17","34","in",12,272,235,100,"gramm","mismatch"
"154942","BOCK","b","17","34","late",13,272,213,100,"gramm","mismatch"
"154943","BOCK","b","17","34","March.",14,272,235,100,"gramm","mismatch"
"155156","BOCK","d","18","35","The",1,7,361,100,"ungram","mismatch"
"155157","BOCK","d","18","35","entrance",2,7,425,100,"ungram","mismatch"
"155158","BOCK","d","18","35","to",3,7,379,100,"ungram","mismatch"
"155159","BOCK","d","18","35","the",4,7,332,100,"ungram","mismatch"
"155160","BOCK","d","18","35","exhibits",5,7,419,100,"ungram","mismatch"
"155161","BOCK","d","18","35","evidently",6,7,687,100,"ungram","mismatch"
"155162","BOCK","d","18","35","were",7,7,497,100,"ungram","mismatch"
"155163","BOCK","d","18","35","hard",8,7,314,100,"ungram","mismatch"
"155164","BOCK","d","18","35","to",9,7,377,100,"ungram","mismatch"
"155165","BOCK","d","18","35","locate",10,7,260,100,"ungram","mismatch"
"155166","BOCK","d","18","35","on",11,7,336,100,"ungram","mismatch"
"155167","BOCK","d","18","35","the",12,7,263,100,"ungram","mismatch"
"155168","BOCK","d","18","35","diagram.",13,7,222,100,"ungram","mismatch"
"155187","BOCK","a","19","35","The",1,9,353,100,"gramm","match"
"155188","BOCK","a","19","35","warning",2,9,339,100,"gramm","match"
"155189","BOCK","a","19","35","from",3,9,417,100,"gramm","match"
"155190","BOCK","a","19","35","the",4,9,276,100,"gramm","match"
"155191","BOCK","a","19","35","expert",5,9,223,100,"gramm","match"
"155192","BOCK","a","19","35","unsurprisingly",6,9,562,100,"gramm","match"
"155193","BOCK","a","19","35","was",7,9,591,100,"gramm","match"
"155194","BOCK","a","19","35","a",8,9,347,100,"gramm","match"
"155195","BOCK","a","19","35","shock",9,9,555,100,"gramm","match"
"155196","BOCK","a","19","35","to",10,9,646,100,"gramm","match"
"155197","BOCK","a","19","35","the",11,9,933,100,"gramm","match"
"155198","BOCK","a","19","35","residents",12,9,337,100,"gramm","match"
"155199","BOCK","a","19","35","of",13,9,269,100,"gramm","match"
"155200","BOCK","a","19","35","the",14,9,277,100,"gramm","match"
"155201","BOCK","a","19","35","city.",15,9,355,100,"gramm","match"
"155275","BOCK","b","8","35","The",1,15,444,100,"gramm","mismatch"
"155276","BOCK","b","8","35","defect",2,15,417,100,"gramm","mismatch"
"155277","BOCK","b","8","35","in",3,15,1022,100,"gramm","mismatch"
"155278","BOCK","b","8","35","the",4,15,534,100,"gramm","mismatch"
"155279","BOCK","b","8","35","appliances",5,15,377,100,"gramm","mismatch"
"155280","BOCK","b","8","35","likely",6,15,567,100,"gramm","mismatch"
"155281","BOCK","b","8","35","was",7,15,344,100,"gramm","mismatch"
"155282","BOCK","b","8","35","unknown",8,15,404,100,"gramm","mismatch"
"155283","BOCK","b","8","35","to",9,15,342,100,"gramm","mismatch"
"155284","BOCK","b","8","35","consumers",10,15,598,100,"gramm","mismatch"
"155285","BOCK","b","8","35","and",11,15,403,100,"gramm","mismatch"
"155286","BOCK","b","8","35","government",12,15,422,100,"gramm","mismatch"
"155287","BOCK","b","8","35","regulators.",13,15,362,100,"gramm","mismatch"
"155382","BOCK","c","9","35","The",1,22,336,100,"ungram","match"
"155383","BOCK","c","9","35","citation",2,22,393,100,"ungram","match"
"155384","BOCK","c","9","35","on",3,22,505,100,"ungram","match"
"155385","BOCK","c","9","35","the",4,22,309,100,"ungram","match"
"155386","BOCK","c","9","35","notecard",5,22,384,100,"ungram","match"
"155387","BOCK","c","9","35","unfortunately",6,22,661,100,"ungram","match"
"155388","BOCK","c","9","35","were",7,22,371,100,"ungram","match"
"155389","BOCK","c","9","35","quite",8,22,414,100,"ungram","match"
"155390","BOCK","c","9","35","difficult",9,22,298,100,"ungram","match"
"155391","BOCK","c","9","35","to",10,22,279,100,"ungram","match"
"155392","BOCK","c","9","35","track",11,22,239,100,"ungram","match"
"155393","BOCK","c","9","35","down",12,22,358,100,"ungram","match"
"155394","BOCK","c","9","35","using",13,22,290,100,"ungram","match"
"155395","BOCK","c","9","35","the",14,22,263,100,"ungram","match"
"155396","BOCK","c","9","35","library's",15,22,236,100,"ungram","match"
"155397","BOCK","c","9","35","limited",16,22,306,100,"ungram","match"
"155398","BOCK","c","9","35","resources.",17,22,340,100,"ungram","match"
"155417","BOCK","d","2","35","The",1,24,453,100,"ungram","mismatch"
"155418","BOCK","d","2","35","picture",2,24,293,100,"ungram","mismatch"
"155419","BOCK","d","2","35","on",3,24,250,100,"ungram","mismatch"
"155420","BOCK","d","2","35","the",4,24,234,100,"ungram","mismatch"
"155421","BOCK","d","2","35","fliers",5,24,225,100,"ungram","mismatch"
"155422","BOCK","d","2","35","definitely",6,24,273,100,"ungram","mismatch"
"155423","BOCK","d","2","35","were",7,24,323,100,"ungram","mismatch"
"155424","BOCK","d","2","35","of",8,24,266,100,"ungram","mismatch"
"155425","BOCK","d","2","35","a",9,24,298,100,"ungram","mismatch"
"155426","BOCK","d","2","35","village",10,24,260,100,"ungram","mismatch"
"155427","BOCK","d","2","35","church",11,24,206,100,"ungram","mismatch"
"155428","BOCK","d","2","35","in",12,24,209,100,"ungram","mismatch"
"155429","BOCK","d","2","35","the",13,24,187,100,"ungram","mismatch"
"155430","BOCK","d","2","35","south",14,24,190,100,"ungram","mismatch"
"155431","BOCK","d","2","35","of",15,24,185,100,"ungram","mismatch"
"155432","BOCK","d","2","35","France.",16,24,165,100,"ungram","mismatch"
"155567","BOCK","c","17","35","The",1,33,280,100,"ungram","match"
"155568","BOCK","c","17","35","letter",2,33,360,100,"ungram","match"
"155569","BOCK","c","17","35","from",3,33,271,100,"ungram","match"
"155570","BOCK","c","17","35","the",4,33,271,100,"ungram","match"
"155571","BOCK","c","17","35","investigator",5,33,168,100,"ungram","match"
"155572","BOCK","c","17","35","allegedly",6,33,408,100,"ungram","match"
"155573","BOCK","c","17","35","were",7,33,354,100,"ungram","match"
"155574","BOCK","c","17","35","received",8,33,223,100,"ungram","match"
"155575","BOCK","c","17","35","in",9,33,435,100,"ungram","match"
"155576","BOCK","c","17","35","San",10,33,228,100,"ungram","match"
"155577","BOCK","c","17","35","Francisco",11,33,231,100,"ungram","match"
"155578","BOCK","c","17","35","in",12,33,201,100,"ungram","match"
"155579","BOCK","c","17","35","late",13,33,185,100,"ungram","match"
"155580","BOCK","c","17","35","March.",14,33,196,100,"ungram","match"
"155701","BOCK","a","3","35","The",1,41,412,100,"gramm","match"
"155702","BOCK","a","3","35","mistake",2,41,371,100,"gramm","match"
"155703","BOCK","a","3","35","in",3,41,255,100,"gramm","match"
"155704","BOCK","a","3","35","the",4,41,239,100,"gramm","match"
"155705","BOCK","a","3","35","program",5,41,211,100,"gramm","match"
"155706","BOCK","a","3","35","certainly",6,41,201,100,"gramm","match"
"155707","BOCK","a","3","35","was",7,41,203,100,"gramm","match"
"155708","BOCK","a","3","35","disastrous",8,41,195,100,"gramm","match"
"155709","BOCK","a","3","35","for",9,41,193,100,"gramm","match"
"155710","BOCK","a","3","35","the",10,41,190,100,"gramm","match"
"155711","BOCK","a","3","35","small",11,41,198,100,"gramm","match"
"155712","BOCK","a","3","35","software",12,41,179,100,"gramm","match"
"155713","BOCK","a","3","35","company.",13,41,162,100,"gramm","match"
"155819","BOCK","d","6","35","The",1,48,293,100,"ungram","mismatch"
"155820","BOCK","d","6","35","name",2,48,250,100,"ungram","mismatch"
"155821","BOCK","d","6","35","on",3,48,353,100,"ungram","mismatch"
"155822","BOCK","d","6","35","the",4,48,217,100,"ungram","mismatch"
"155823","BOCK","d","6","35","billboards",5,48,198,100,"ungram","mismatch"
"155824","BOCK","d","6","35","probably",6,48,233,100,"ungram","mismatch"
"155825","BOCK","d","6","35","were",7,48,344,100,"ungram","mismatch"
"155826","BOCK","d","6","35","of",8,48,266,100,"ungram","mismatch"
"155827","BOCK","d","6","35","a",9,48,201,100,"ungram","mismatch"
"155828","BOCK","d","6","35","prominent",10,48,212,100,"ungram","mismatch"
"155829","BOCK","d","6","35","local",11,48,182,100,"ungram","mismatch"
"155830","BOCK","d","6","35","businessman.",12,48,198,100,"ungram","mismatch"
"156004","BOCK","b","12","35","The",1,60,406,100,"gramm","mismatch"
"156005","BOCK","b","12","35","flaw",2,60,267,100,"gramm","mismatch"
"156006","BOCK","b","12","35","in",3,60,347,100,"gramm","mismatch"
"156007","BOCK","b","12","35","the",4,60,328,100,"gramm","mismatch"
"156008","BOCK","b","12","35","arguments",5,60,361,100,"gramm","mismatch"
"156009","BOCK","b","12","35","usually",6,60,337,100,"gramm","mismatch"
"156010","BOCK","b","12","35","was",7,60,506,100,"gramm","mismatch"
"156011","BOCK","b","12","35","clear",8,60,541,100,"gramm","mismatch"
"156012","BOCK","b","12","35","to",9,60,217,100,"gramm","mismatch"
"156013","BOCK","b","12","35","everyone",10,60,217,100,"gramm","mismatch"
"156014","BOCK","b","12","35","in",11,60,222,100,"gramm","mismatch"
"156015","BOCK","b","12","35","the",12,60,193,100,"gramm","mismatch"
"156016","BOCK","b","12","35","lecture",13,60,204,100,"gramm","mismatch"
"156017","BOCK","b","12","35","hall",14,60,211,100,"gramm","mismatch"
"156018","BOCK","b","12","35","after",15,60,201,100,"gramm","mismatch"
"156019","BOCK","b","12","35","just",16,60,244,100,"gramm","mismatch"
"156020","BOCK","b","12","35","five",17,60,220,100,"gramm","mismatch"
"156021","BOCK","b","12","35","minutes.",18,60,190,100,"gramm","mismatch"
"156070","BOCK","b","20","35","The",1,64,423,100,"gramm","mismatch"
"156071","BOCK","b","20","35","bridge",2,64,509,100,"gramm","mismatch"
"156072","BOCK","b","20","35","to",3,64,751,100,"gramm","mismatch"
"156073","BOCK","b","20","35","the",4,64,209,100,"gramm","mismatch"
"156074","BOCK","b","20","35","islands",5,64,228,100,"gramm","mismatch"
"156075","BOCK","b","20","35","apparently",6,64,279,100,"gramm","mismatch"
"156076","BOCK","b","20","35","was",7,64,266,100,"gramm","mismatch"
"156077","BOCK","b","20","35","about",8,64,242,100,"gramm","mismatch"
"156078","BOCK","b","20","35","ten",9,64,209,100,"gramm","mismatch"
"156079","BOCK","b","20","35","miles",10,64,171,100,"gramm","mismatch"
"156080","BOCK","b","20","35","off",11,64,193,100,"gramm","mismatch"
"156081","BOCK","b","20","35","the",12,64,226,100,"gramm","mismatch"
"156082","BOCK","b","20","35","main",13,64,207,100,"gramm","mismatch"
"156083","BOCK","b","20","35","highway.",14,64,187,100,"gramm","mismatch"
"156210","BOCK","a","23","35","The",1,72,626,100,"gramm","match"
"156211","BOCK","a","23","35","message",2,72,427,100,"gramm","match"
"156212","BOCK","a","23","35","from",3,72,212,100,"gramm","match"
"156213","BOCK","a","23","35","the",4,72,344,100,"gramm","match"
"156214","BOCK","a","23","35","engineer",5,72,239,100,"gramm","match"
"156215","BOCK","a","23","35","regrettably",6,72,217,100,"gramm","match"
"156216","BOCK","a","23","35","was",7,72,190,100,"gramm","match"
"156217","BOCK","a","23","35","about",8,72,699,100,"gramm","match"
"156218","BOCK","a","23","35","the",9,72,260,100,"gramm","match"
"156219","BOCK","a","23","35","recent",10,72,209,100,"gramm","match"
"156220","BOCK","a","23","35","weakening",11,72,201,100,"gramm","match"
"156221","BOCK","a","23","35","to",12,72,192,100,"gramm","match"
"156222","BOCK","a","23","35","the",13,72,242,100,"gramm","match"
"156223","BOCK","a","23","35","building's",14,72,357,100,"gramm","match"
"156224","BOCK","a","23","35","structural",15,72,227,100,"gramm","match"
"156225","BOCK","a","23","35","supports.",16,72,211,100,"gramm","match"
"156658","BOCK","c","21","35","The",1,99,181,100,"ungram","match"
"156659","BOCK","c","21","35","gift",2,99,382,100,"ungram","match"
"156660","BOCK","c","21","35","from",3,99,222,100,"ungram","match"
"156661","BOCK","c","21","35","the",4,99,188,100,"ungram","match"
"156662","BOCK","c","21","35","visitor",5,99,208,100,"ungram","match"
"156663","BOCK","c","21","35","apparently",6,99,275,100,"ungram","match"
"156664","BOCK","c","21","35","were",7,99,255,100,"ungram","match"
"156665","BOCK","c","21","35","a",8,99,323,100,"ungram","match"
"156666","BOCK","c","21","35","beautiful",9,99,323,100,"ungram","match"
"156667","BOCK","c","21","35","clock",10,99,228,100,"ungram","match"
"156668","BOCK","c","21","35","from",11,99,193,100,"ungram","match"
"156669","BOCK","c","21","35","Germany.",12,99,174,100,"ungram","match"
"156858","BOCK","c","5","35","The",1,112,264,100,"ungram","match"
"156859","BOCK","c","5","35","problem",2,112,256,100,"ungram","match"
"156860","BOCK","c","5","35","in",3,112,253,100,"ungram","match"
"156861","BOCK","c","5","35","the",4,112,215,100,"ungram","match"
"156862","BOCK","c","5","35","store",5,112,247,100,"ungram","match"
"156863","BOCK","c","5","35","ultimately",6,112,231,100,"ungram","match"
"156864","BOCK","c","5","35","were",7,112,293,100,"ungram","match"
"156865","BOCK","c","5","35","solved",8,112,531,100,"ungram","match"
"156866","BOCK","c","5","35","by",9,112,325,100,"ungram","match"
"156867","BOCK","c","5","35","firing",10,112,228,100,"ungram","match"
"156868","BOCK","c","5","35","the",11,112,335,100,"ungram","match"
"156869","BOCK","c","5","35","custodian.",12,112,255,100,"ungram","match"
"156883","BOCK","b","16","35","The",1,114,253,100,"gramm","mismatch"
"156884","BOCK","b","16","35","key",2,114,239,100,"gramm","mismatch"
"156885","BOCK","b","16","35","to",3,114,194,100,"gramm","mismatch"
"156886","BOCK","b","16","35","the",4,114,643,100,"gramm","mismatch"
"156887","BOCK","b","16","35","cells",5,114,139,100,"gramm","mismatch"
"156888","BOCK","b","16","35","unsurprisingly",6,114,214,100,"gramm","mismatch"
"156889","BOCK","b","16","35","was",7,114,735,100,"gramm","mismatch"
"156890","BOCK","b","16","35","rusty",8,114,363,100,"gramm","mismatch"
"156891","BOCK","b","16","35","from",9,114,320,100,"gramm","mismatch"
"156892","BOCK","b","16","35","many",10,114,249,100,"gramm","mismatch"
"156893","BOCK","b","16","35","years",11,114,220,100,"gramm","mismatch"
"156894","BOCK","b","16","35","of",12,114,236,100,"gramm","mismatch"
"156895","BOCK","b","16","35","disuse.",13,114,182,100,"gramm","mismatch"
"157115","BOCK","a","11","35","The",1,128,445,100,"gramm","match"
"157116","BOCK","a","11","35","traitor",2,128,325,100,"gramm","match"
"157117","BOCK","a","11","35","in",3,128,285,100,"gramm","match"
"157118","BOCK","a","11","35","the",4,128,217,100,"gramm","match"
"157119","BOCK","a","11","35","camp",5,128,203,100,"gramm","match"
"157120","BOCK","a","11","35","regrettably",6,128,950,100,"gramm","match"
"157121","BOCK","a","11","35","was",7,128,408,100,"gramm","match"
"157122","BOCK","a","11","35","passing",8,128,236,100,"gramm","match"
"157123","BOCK","a","11","35","information",9,128,255,100,"gramm","match"
"157124","BOCK","a","11","35","to",10,128,259,100,"gramm","match"
"157125","BOCK","a","11","35","the",11,128,201,100,"gramm","match"
"157126","BOCK","a","11","35","enemy",12,128,176,100,"gramm","match"
"157127","BOCK","a","11","35","through",13,128,184,100,"gramm","match"
"157128","BOCK","a","11","35","various",14,128,239,100,"gramm","match"
"157129","BOCK","a","11","35","secret",15,128,250,100,"gramm","match"
"157130","BOCK","a","11","35","methods.",16,128,209,100,"gramm","match"
"157207","BOCK","a","15","35","The",1,133,331,100,"gramm","match"
"157208","BOCK","a","15","35","check",2,133,244,100,"gramm","match"
"157209","BOCK","a","15","35","from",3,133,412,100,"gramm","match"
"157210","BOCK","a","15","35","the",4,133,239,100,"gramm","match"
"157211","BOCK","a","15","35","stockbroker",5,133,211,100,"gramm","match"
"157212","BOCK","a","15","35","happily",6,133,249,100,"gramm","match"
"157213","BOCK","a","15","35","was",7,133,815,100,"gramm","match"
"157214","BOCK","a","15","35","a",8,133,328,100,"gramm","match"
"157215","BOCK","a","15","35","dividend",9,133,215,100,"gramm","match"
"157216","BOCK","a","15","35","on",10,133,285,100,"gramm","match"
"157217","BOCK","a","15","35","a",11,133,396,100,"gramm","match"
"157218","BOCK","a","15","35","long-term",12,133,493,100,"gramm","match"
"157219","BOCK","a","15","35","bond.",13,133,326,100,"gramm","match"
"157559","BOCK","d","22","35","The",1,155,1205,0,"ungram","mismatch"
"157560","BOCK","d","22","35","path",2,155,193,0,"ungram","mismatch"
"157561","BOCK","d","22","35","to",3,155,193,0,"ungram","mismatch"
"157562","BOCK","d","22","35","the",4,155,185,0,"ungram","mismatch"
"157563","BOCK","d","22","35","monuments",5,155,171,0,"ungram","mismatch"
"157564","BOCK","d","22","35","happily",6,155,182,0,"ungram","mismatch"
"157565","BOCK","d","22","35","were",7,155,184,0,"ungram","mismatch"
"157566","BOCK","d","22","35","lined",8,155,476,0,"ungram","mismatch"
"157567","BOCK","d","22","35","with",9,155,204,0,"ungram","mismatch"
"157568","BOCK","d","22","35","lovely",10,155,204,0,"ungram","mismatch"
"157569","BOCK","d","22","35","trees",11,155,198,0,"ungram","mismatch"
"157570","BOCK","d","22","35","and",12,155,190,0,"ungram","mismatch"
"157571","BOCK","d","22","35","flowers.",13,155,198,0,"ungram","mismatch"
