"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","rchead","gramm"
"2249","BAKEROBJ","h","44","1","every",7,133,735,0,"pl","ungram"
"2250","BAKEROBJ","h","44","1","morning",8,133,861,0,"pl","ungram"
"2251","BAKEROBJ","h","44","1","tell",9,133,336,0,"pl","ungram"
"2252","BAKEROBJ","h","44","1","him",10,133,379,0,"pl","ungram"
"2253","BAKEROBJ","h","44","1","what",11,133,312,0,"pl","ungram"
"2254","BAKEROBJ","h","44","1","campaign",12,133,395,0,"pl","ungram"
"2255","BAKEROBJ","h","44","1","money",13,133,381,0,"pl","ungram"
"2256","BAKEROBJ","h","44","1","he",14,133,418,0,"pl","ungram"
"2257","BAKEROBJ","h","44","1","is",15,133,379,0,"pl","ungram"
"2258","BAKEROBJ","h","44","1","allowed",16,133,1268,0,"pl","ungram"
"2259","BAKEROBJ","h","44","1","to",17,133,312,0,"pl","ungram"
"2260","BAKEROBJ","h","44","1","accept.",18,133,390,0,"pl","ungram"
"2374","BAKEROBJ","g","31","1","The",1,140,290,100,"pl","gramm"
"2375","BAKEROBJ","g","31","1","customers",2,140,349,100,"pl","gramm"
"2376","BAKEROBJ","g","31","1","who",3,140,522,100,"pl","gramm"
"2377","BAKEROBJ","g","31","1","the",4,140,800,100,"pl","gramm"
"2378","BAKEROBJ","g","31","1","waitress",5,140,370,100,"pl","gramm"
"2379","BAKEROBJ","g","31","1","hates",6,140,409,100,"pl","gramm"
"2380","BAKEROBJ","g","31","1","the",7,140,471,100,"pl","gramm"
"2381","BAKEROBJ","g","31","1","most",8,140,334,100,"pl","gramm"
"2382","BAKEROBJ","g","31","1","are",9,140,430,100,"pl","gramm"
"2383","BAKEROBJ","g","31","1","the",10,140,344,100,"pl","gramm"
"2384","BAKEROBJ","g","31","1","ones",11,140,463,100,"pl","gramm"
"2385","BAKEROBJ","g","31","1","who",12,140,369,100,"pl","gramm"
"2386","BAKEROBJ","g","31","1","complain",13,140,503,100,"pl","gramm"
"2387","BAKEROBJ","g","31","1","about",14,140,335,100,"pl","gramm"
"2388","BAKEROBJ","g","31","1","everything",15,140,395,100,"pl","gramm"
"2389","BAKEROBJ","g","31","1","and",16,140,279,100,"pl","gramm"
"2390","BAKEROBJ","g","31","1","leave",17,140,333,100,"pl","gramm"
"2391","BAKEROBJ","g","31","1","a",18,140,309,100,"pl","gramm"
"2392","BAKEROBJ","g","31","1","lousy",19,140,314,100,"pl","gramm"
"2393","BAKEROBJ","g","31","1","tip.",20,140,352,100,"pl","gramm"
"2431","BAKEROBJ","g","15","1","The",1,143,277,100,"pl","gramm"
"2432","BAKEROBJ","g","15","1","quarterbacks",2,143,475,100,"pl","gramm"
"2433","BAKEROBJ","g","15","1","who",3,143,330,100,"pl","gramm"
"2434","BAKEROBJ","g","15","1","the",4,143,369,100,"pl","gramm"
"2435","BAKEROBJ","g","15","1","recruiter",5,143,430,100,"pl","gramm"
"2436","BAKEROBJ","g","15","1","watches",6,143,333,100,"pl","gramm"
"2437","BAKEROBJ","g","15","1","from",7,143,352,100,"pl","gramm"
"2438","BAKEROBJ","g","15","1","the",8,143,320,100,"pl","gramm"
"2439","BAKEROBJ","g","15","1","bleachers",9,143,366,100,"pl","gramm"
"2440","BAKEROBJ","g","15","1","every",10,143,466,100,"pl","gramm"
"2441","BAKEROBJ","g","15","1","weekend",11,143,409,100,"pl","gramm"
"2442","BAKEROBJ","g","15","1","might",12,143,371,100,"pl","gramm"
"2443","BAKEROBJ","g","15","1","win",13,143,296,100,"pl","gramm"
"2444","BAKEROBJ","g","15","1","lucrative",14,143,587,100,"pl","gramm"
"2445","BAKEROBJ","g","15","1","contracts.",15,143,1152,100,"pl","gramm"
"2459","BAKEROBJ","g","47","1","The",1,145,272,100,"pl","gramm"
"2460","BAKEROBJ","g","47","1","actresses",2,145,484,100,"pl","gramm"
"2461","BAKEROBJ","g","47","1","who",3,145,308,100,"pl","gramm"
"2462","BAKEROBJ","g","47","1","the",4,145,325,100,"pl","gramm"
"2463","BAKEROBJ","g","47","1","designer",5,145,322,100,"pl","gramm"
"2464","BAKEROBJ","g","47","1","creates",6,145,357,100,"pl","gramm"
"2465","BAKEROBJ","g","47","1","award",7,145,417,100,"pl","gramm"
"2466","BAKEROBJ","g","47","1","show",8,145,420,100,"pl","gramm"
"2467","BAKEROBJ","g","47","1","dresses",9,145,535,100,"pl","gramm"
"2468","BAKEROBJ","g","47","1","for",10,145,368,100,"pl","gramm"
"2469","BAKEROBJ","g","47","1","are",11,145,411,100,"pl","gramm"
"2470","BAKEROBJ","g","47","1","extremely",12,145,415,100,"pl","gramm"
"2471","BAKEROBJ","g","47","1","fickle",13,145,284,100,"pl","gramm"
"2472","BAKEROBJ","g","47","1","and",14,145,315,100,"pl","gramm"
"2473","BAKEROBJ","g","47","1","demanding.",15,145,996,100,"pl","gramm"
"2570","BAKEROBJ","d","38","1","The",1,152,371,100,"sg","ungram"
"2571","BAKEROBJ","d","38","1","anthropologist",2,152,600,100,"sg","ungram"
"2572","BAKEROBJ","d","38","1","who",3,152,265,100,"sg","ungram"
"2573","BAKEROBJ","d","38","1","the",4,152,355,100,"sg","ungram"
"2574","BAKEROBJ","d","38","1","villager",5,152,710,100,"sg","ungram"
"2575","BAKEROBJ","d","38","1","respect",6,152,634,100,"sg","ungram"
"2576","BAKEROBJ","d","38","1","the",7,152,576,100,"sg","ungram"
"2577","BAKEROBJ","d","38","1","most",8,152,1749,100,"sg","ungram"
"2578","BAKEROBJ","d","38","1","has",9,152,476,100,"sg","ungram"
"2579","BAKEROBJ","d","38","1","taken",10,152,986,100,"sg","ungram"
"2580","BAKEROBJ","d","38","1","great",11,152,325,100,"sg","ungram"
"2581","BAKEROBJ","d","38","1","pains",12,152,336,100,"sg","ungram"
"2582","BAKEROBJ","d","38","1","to",13,152,269,100,"sg","ungram"
"2583","BAKEROBJ","d","38","1","learn",14,152,328,100,"sg","ungram"
"2584","BAKEROBJ","d","38","1","the",15,152,414,100,"sg","ungram"
"2585","BAKEROBJ","d","38","1","local",16,152,366,100,"sg","ungram"
"2586","BAKEROBJ","d","38","1","customs.",17,152,489,100,"sg","ungram"
"2607","BAKEROBJ","d","42","1","The",1,154,264,100,"sg","ungram"
"2608","BAKEROBJ","d","42","1","student",2,154,319,100,"sg","ungram"
"2609","BAKEROBJ","d","42","1","who",3,154,298,100,"sg","ungram"
"2610","BAKEROBJ","d","42","1","the",4,154,335,100,"sg","ungram"
"2611","BAKEROBJ","d","42","1","bully",5,154,341,100,"sg","ungram"
"2612","BAKEROBJ","d","42","1","tease",6,154,276,100,"sg","ungram"
"2613","BAKEROBJ","d","42","1","during",7,154,1220,100,"sg","ungram"
"2614","BAKEROBJ","d","42","1","lunch",8,154,697,100,"sg","ungram"
"2615","BAKEROBJ","d","42","1","is",9,154,638,100,"sg","ungram"
"2616","BAKEROBJ","d","42","1","too",10,154,368,100,"sg","ungram"
"2617","BAKEROBJ","d","42","1","afraid",11,154,325,100,"sg","ungram"
"2618","BAKEROBJ","d","42","1","to",12,154,284,100,"sg","ungram"
"2619","BAKEROBJ","d","42","1","tell",13,154,374,100,"sg","ungram"
"2620","BAKEROBJ","d","42","1","the",14,154,382,100,"sg","ungram"
"2621","BAKEROBJ","d","42","1","teachers.",15,154,1320,100,"sg","ungram"
"2639","BAKEROBJ","c","45","1","The",1,156,477,100,"sg","gramm"
"2640","BAKEROBJ","c","45","1","musician",2,156,422,100,"sg","gramm"
"2641","BAKEROBJ","c","45","1","who",3,156,527,100,"sg","gramm"
"2642","BAKEROBJ","c","45","1","the",4,156,277,100,"sg","gramm"
"2643","BAKEROBJ","c","45","1","reviewer",5,156,331,100,"sg","gramm"
"2644","BAKEROBJ","c","45","1","praises",6,156,376,100,"sg","gramm"
"2645","BAKEROBJ","c","45","1","so",7,156,450,100,"sg","gramm"
"2646","BAKEROBJ","c","45","1","highly",8,156,1401,100,"sg","gramm"
"2647","BAKEROBJ","c","45","1","will",9,156,330,100,"sg","gramm"
"2648","BAKEROBJ","c","45","1","probably",10,156,495,100,"sg","gramm"
"2649","BAKEROBJ","c","45","1","win",11,156,265,100,"sg","gramm"
"2650","BAKEROBJ","c","45","1","a",12,156,317,100,"sg","gramm"
"2651","BAKEROBJ","c","45","1","Grammy.",13,156,486,100,"sg","gramm"
"2670","BAKEROBJ","c","25","1","The",1,158,331,100,"sg","gramm"
"2671","BAKEROBJ","c","25","1","orphan",2,158,376,100,"sg","gramm"
"2672","BAKEROBJ","c","25","1","who",3,158,325,100,"sg","gramm"
"2673","BAKEROBJ","c","25","1","the",4,158,345,100,"sg","gramm"
"2674","BAKEROBJ","c","25","1","nun",5,158,314,100,"sg","gramm"
"2675","BAKEROBJ","c","25","1","tutors",6,158,624,100,"sg","gramm"
"2676","BAKEROBJ","c","25","1","in",7,158,477,100,"sg","gramm"
"2677","BAKEROBJ","c","25","1","algebra",8,158,848,100,"sg","gramm"
"2678","BAKEROBJ","c","25","1","lost",9,158,549,100,"sg","gramm"
"2679","BAKEROBJ","c","25","1","his",10,158,412,100,"sg","gramm"
"2680","BAKEROBJ","c","25","1","parents",11,158,506,100,"sg","gramm"
"2681","BAKEROBJ","c","25","1","in",12,158,350,100,"sg","gramm"
"2682","BAKEROBJ","c","25","1","the",13,158,363,100,"sg","gramm"
"2683","BAKEROBJ","c","25","1","ongoing",14,158,319,100,"sg","gramm"
"2684","BAKEROBJ","c","25","1","civil",15,158,424,100,"sg","gramm"
"2685","BAKEROBJ","c","25","1","war.",16,158,627,100,"sg","gramm"
"2697","BAKEROBJ","g","19","1","The",1,160,275,100,"pl","gramm"
"2698","BAKEROBJ","g","19","1","chefs",2,160,576,100,"pl","gramm"
"2699","BAKEROBJ","g","19","1","who",3,160,280,100,"pl","gramm"
"2700","BAKEROBJ","g","19","1","the",4,160,287,100,"pl","gramm"
"2701","BAKEROBJ","g","19","1","gourmet",5,160,333,100,"pl","gramm"
"2702","BAKEROBJ","g","19","1","visits",6,160,484,100,"pl","gramm"
"2703","BAKEROBJ","g","19","1","regularly",7,160,573,100,"pl","gramm"
"2704","BAKEROBJ","g","19","1","always",8,160,524,100,"pl","gramm"
"2705","BAKEROBJ","g","19","1","come",9,160,2644,100,"pl","gramm"
"2706","BAKEROBJ","g","19","1","up",10,160,333,100,"pl","gramm"
"2707","BAKEROBJ","g","19","1","with",11,160,255,100,"pl","gramm"
"2708","BAKEROBJ","g","19","1","daring",12,160,263,100,"pl","gramm"
"2709","BAKEROBJ","g","19","1","new",13,160,298,100,"pl","gramm"
"2710","BAKEROBJ","g","19","1","recipes.",14,160,357,100,"pl","gramm"
"2800","BAKEROBJ","h","16","1","The",1,166,298,100,"pl","ungram"
"2801","BAKEROBJ","h","16","1","publicists",2,166,257,100,"pl","ungram"
"2802","BAKEROBJ","h","16","1","who",3,166,333,100,"pl","ungram"
"2803","BAKEROBJ","h","16","1","the",4,166,295,100,"pl","ungram"
"2804","BAKEROBJ","h","16","1","politician",5,166,368,100,"pl","ungram"
"2805","BAKEROBJ","h","16","1","use",6,166,551,100,"pl","ungram"
"2806","BAKEROBJ","h","16","1","during",7,166,850,100,"pl","ungram"
"2807","BAKEROBJ","h","16","1","a",8,166,355,100,"pl","ungram"
"2808","BAKEROBJ","h","16","1","crisis",9,166,540,100,"pl","ungram"
"2809","BAKEROBJ","h","16","1","are",10,166,578,100,"pl","ungram"
"2810","BAKEROBJ","h","16","1","expected",11,166,304,100,"pl","ungram"
"2811","BAKEROBJ","h","16","1","to",12,166,301,100,"pl","ungram"
"2812","BAKEROBJ","h","16","1","do",13,166,285,100,"pl","ungram"
"2813","BAKEROBJ","h","16","1","damage",14,166,293,100,"pl","ungram"
"2814","BAKEROBJ","h","16","1","control.",15,166,314,100,"pl","ungram"
"2830","BAKEROBJ","d","26","1","The",1,168,217,100,"sg","ungram"
"2831","BAKEROBJ","d","26","1","translator",2,168,300,100,"sg","ungram"
"2832","BAKEROBJ","d","26","1","who",3,168,389,100,"sg","ungram"
"2833","BAKEROBJ","d","26","1","the",4,168,360,100,"sg","ungram"
"2834","BAKEROBJ","d","26","1","diplomat",5,168,373,100,"sg","ungram"
"2835","BAKEROBJ","d","26","1","need",6,168,452,100,"sg","ungram"
"2836","BAKEROBJ","d","26","1","for",7,168,576,100,"sg","ungram"
"2837","BAKEROBJ","d","26","1","communication",8,168,522,100,"sg","ungram"
"2838","BAKEROBJ","d","26","1","was",9,168,654,100,"sg","ungram"
"2839","BAKEROBJ","d","26","1","trying",10,168,1107,100,"sg","ungram"
"2840","BAKEROBJ","d","26","1","furiously",11,168,625,100,"sg","ungram"
"2841","BAKEROBJ","d","26","1","to",12,168,341,100,"sg","ungram"
"2842","BAKEROBJ","d","26","1","facilitate",13,168,309,100,"sg","ungram"
"2843","BAKEROBJ","d","26","1","peace",14,168,287,100,"sg","ungram"
"2844","BAKEROBJ","d","26","1","talks.",15,168,324,100,"sg","ungram"
"2863","BAKEROBJ","h","40","1","The",1,170,272,100,"pl","ungram"
"2864","BAKEROBJ","h","40","1","comedians",2,170,540,100,"pl","ungram"
"2865","BAKEROBJ","h","40","1","who",3,170,333,100,"pl","ungram"
"2866","BAKEROBJ","h","40","1","the",4,170,444,100,"pl","ungram"
"2867","BAKEROBJ","h","40","1","prisoner",5,170,441,100,"pl","ungram"
"2868","BAKEROBJ","h","40","1","find",6,170,1309,100,"pl","ungram"
"2869","BAKEROBJ","h","40","1","so",7,170,298,100,"pl","ungram"
"2870","BAKEROBJ","h","40","1","entertaining",8,170,387,100,"pl","ungram"
"2871","BAKEROBJ","h","40","1","can",9,170,424,100,"pl","ungram"
"2872","BAKEROBJ","h","40","1","find",10,170,363,100,"pl","ungram"
"2873","BAKEROBJ","h","40","1","humor",11,170,471,100,"pl","ungram"
"2874","BAKEROBJ","h","40","1","in",12,170,328,100,"pl","ungram"
"2875","BAKEROBJ","h","40","1","the",13,170,406,100,"pl","ungram"
"2876","BAKEROBJ","h","40","1","worst",14,170,319,100,"pl","ungram"
"2877","BAKEROBJ","h","40","1","situations.",15,170,516,100,"pl","ungram"
"2910","BAKEROBJ","g","35","1","The",1,173,305,100,"pl","gramm"
"2911","BAKEROBJ","g","35","1","surgeons",2,173,260,100,"pl","gramm"
"2912","BAKEROBJ","g","35","1","who",3,173,406,100,"pl","gramm"
"2913","BAKEROBJ","g","35","1","the",4,173,299,100,"pl","gramm"
"2914","BAKEROBJ","g","35","1","nurse",5,173,374,100,"pl","gramm"
"2915","BAKEROBJ","g","35","1","prefers",6,173,417,100,"pl","gramm"
"2916","BAKEROBJ","g","35","1","most",7,173,374,100,"pl","gramm"
"2917","BAKEROBJ","g","35","1","to",8,173,1183,100,"pl","gramm"
"2918","BAKEROBJ","g","35","1","assist",9,173,315,100,"pl","gramm"
"2919","BAKEROBJ","g","35","1","have",10,173,355,100,"pl","gramm"
"2920","BAKEROBJ","g","35","1","impeccable",11,173,425,100,"pl","gramm"
"2921","BAKEROBJ","g","35","1","records",12,173,452,100,"pl","gramm"
"2922","BAKEROBJ","g","35","1","in",13,173,304,100,"pl","gramm"
"2923","BAKEROBJ","g","35","1","the",14,173,274,100,"pl","gramm"
"2924","BAKEROBJ","g","35","1","operating",15,173,411,100,"pl","gramm"
"2925","BAKEROBJ","g","35","1","room.",16,173,321,100,"pl","gramm"
"2959","BAKEROBJ","c","41","1","The",1,176,436,100,"sg","gramm"
"2960","BAKEROBJ","c","41","1","judge",2,176,573,100,"sg","gramm"
"2961","BAKEROBJ","c","41","1","who",3,176,388,100,"sg","gramm"
"2962","BAKEROBJ","c","41","1","the",4,176,414,100,"sg","gramm"
"2963","BAKEROBJ","c","41","1","criminal",5,176,908,100,"sg","gramm"
"2964","BAKEROBJ","c","41","1","fears",6,176,600,100,"sg","gramm"
"2965","BAKEROBJ","c","41","1","the",7,176,555,100,"sg","gramm"
"2966","BAKEROBJ","c","41","1","most",8,176,454,100,"sg","gramm"
"2967","BAKEROBJ","c","41","1","hands",9,176,330,100,"sg","gramm"
"2968","BAKEROBJ","c","41","1","down",10,176,309,100,"sg","gramm"
"2969","BAKEROBJ","c","41","1","tough",11,176,309,100,"sg","gramm"
"2970","BAKEROBJ","c","41","1","sentences",12,176,327,100,"sg","gramm"
"2971","BAKEROBJ","c","41","1","for",13,176,492,100,"sg","gramm"
"2972","BAKEROBJ","c","41","1","minor",14,176,316,100,"sg","gramm"
"2973","BAKEROBJ","c","41","1","offenses.",15,176,656,100,"sg","gramm"
"3025","BAKEROBJ","d","6","1","The",1,180,256,100,"sg","ungram"
"3026","BAKEROBJ","d","6","1","pilot",2,180,296,100,"sg","ungram"
"3027","BAKEROBJ","d","6","1","who",3,180,355,100,"sg","ungram"
"3028","BAKEROBJ","d","6","1","the",4,180,323,100,"sg","ungram"
"3029","BAKEROBJ","d","6","1","smuggler",5,180,395,100,"sg","ungram"
"3030","BAKEROBJ","d","6","1","employ",6,180,869,100,"sg","ungram"
"3031","BAKEROBJ","d","6","1","in",7,180,1276,100,"sg","ungram"
"3032","BAKEROBJ","d","6","1","Brazil",8,180,341,100,"sg","ungram"
"3033","BAKEROBJ","d","6","1","must",9,180,446,100,"sg","ungram"
"3034","BAKEROBJ","d","6","1","be",10,180,1112,100,"sg","ungram"
"3035","BAKEROBJ","d","6","1","discreet",11,180,344,100,"sg","ungram"
"3036","BAKEROBJ","d","6","1","and",12,180,454,100,"sg","ungram"
"3037","BAKEROBJ","d","6","1","good",13,180,363,100,"sg","ungram"
"3038","BAKEROBJ","d","6","1","at",14,180,269,100,"sg","ungram"
"3039","BAKEROBJ","d","6","1","thinking",15,180,287,100,"sg","ungram"
"3040","BAKEROBJ","d","6","1","fast.",16,180,335,100,"sg","ungram"
"3071","BAKEROBJ","h","36","1","The",1,183,339,100,"pl","ungram"
"3072","BAKEROBJ","h","36","1","bartenders",2,183,349,100,"pl","ungram"
"3073","BAKEROBJ","h","36","1","who",3,183,360,100,"pl","ungram"
"3074","BAKEROBJ","h","36","1","the",4,183,357,100,"pl","ungram"
"3075","BAKEROBJ","h","36","1","patron",5,183,384,100,"pl","ungram"
"3076","BAKEROBJ","h","36","1","gossip",6,183,511,100,"pl","ungram"
"3077","BAKEROBJ","h","36","1","with",7,183,463,100,"pl","ungram"
"3078","BAKEROBJ","h","36","1","after",8,183,1056,100,"pl","ungram"
"3079","BAKEROBJ","h","36","1","work",9,183,638,100,"pl","ungram"
"3080","BAKEROBJ","h","36","1","always",10,183,633,100,"pl","ungram"
"3081","BAKEROBJ","h","36","1","have",11,183,377,100,"pl","ungram"
"3082","BAKEROBJ","h","36","1","new",12,183,347,100,"pl","ungram"
"3083","BAKEROBJ","h","36","1","stories",13,183,354,100,"pl","ungram"
"3084","BAKEROBJ","h","36","1","to",14,183,417,100,"pl","ungram"
"3085","BAKEROBJ","h","36","1","tell.",15,183,409,100,"pl","ungram"
"3114","BAKEROBJ","h","48","1","The",1,186,315,0,"pl","ungram"
"3115","BAKEROBJ","h","48","1","programmers",2,186,716,0,"pl","ungram"
"3116","BAKEROBJ","h","48","1","who",3,186,303,0,"pl","ungram"
"3117","BAKEROBJ","h","48","1","the",4,186,347,0,"pl","ungram"
"3118","BAKEROBJ","h","48","1","manager",5,186,336,0,"pl","ungram"
"3119","BAKEROBJ","h","48","1","oversee",6,186,1444,0,"pl","ungram"
"3120","BAKEROBJ","h","48","1","at",7,186,371,0,"pl","ungram"
"3121","BAKEROBJ","h","48","1","the",8,186,778,0,"pl","ungram"
"3122","BAKEROBJ","h","48","1","software",9,186,498,0,"pl","ungram"
"3123","BAKEROBJ","h","48","1","firm",10,186,545,0,"pl","ungram"
"3124","BAKEROBJ","h","48","1","are",11,186,474,0,"pl","ungram"
"3125","BAKEROBJ","h","48","1","eccentric",12,186,657,0,"pl","ungram"
"3126","BAKEROBJ","h","48","1","and",13,186,271,0,"pl","ungram"
"3127","BAKEROBJ","h","48","1","difficult",14,186,314,0,"pl","ungram"
"3128","BAKEROBJ","h","48","1","to",15,186,388,0,"pl","ungram"
"3129","BAKEROBJ","h","48","1","control.",16,186,740,0,"pl","ungram"
"3253","BAKEROBJ","c","9","1","The",1,194,269,100,"sg","gramm"
"3254","BAKEROBJ","c","9","1","Marine",2,194,325,100,"sg","gramm"
"3255","BAKEROBJ","c","9","1","who",3,194,406,100,"sg","gramm"
"3256","BAKEROBJ","c","9","1","the",4,194,374,100,"sg","gramm"
"3257","BAKEROBJ","c","9","1","officer",5,194,360,100,"sg","gramm"
"3258","BAKEROBJ","c","9","1","wants",6,194,455,100,"sg","gramm"
"3259","BAKEROBJ","c","9","1","to",7,194,366,100,"sg","gramm"
"3260","BAKEROBJ","c","9","1","promote",8,194,385,100,"sg","gramm"
"3261","BAKEROBJ","c","9","1","is",9,194,722,100,"sg","gramm"
"3262","BAKEROBJ","c","9","1","always",10,194,1075,100,"sg","gramm"
"3263","BAKEROBJ","c","9","1","ready",11,194,708,100,"sg","gramm"
"3264","BAKEROBJ","c","9","1","to",12,194,425,100,"sg","gramm"
"3265","BAKEROBJ","c","9","1","risk",13,194,687,100,"sg","gramm"
"3266","BAKEROBJ","c","9","1","his",14,194,336,100,"sg","gramm"
"3267","BAKEROBJ","c","9","1","life",15,194,307,100,"sg","gramm"
"3268","BAKEROBJ","c","9","1","for",16,194,279,100,"sg","gramm"
"3269","BAKEROBJ","c","9","1","someone",17,194,295,100,"sg","gramm"
"3270","BAKEROBJ","c","9","1","in",18,194,284,100,"sg","gramm"
"3271","BAKEROBJ","c","9","1","need.",19,194,374,100,"sg","gramm"
"3309","BAKEROBJ","g","43","1","The",1,197,298,100,"pl","gramm"
"3310","BAKEROBJ","g","43","1","philosophers",2,197,478,100,"pl","gramm"
"3311","BAKEROBJ","g","43","1","who",3,197,337,100,"pl","gramm"
"3312","BAKEROBJ","g","43","1","the",4,197,382,100,"pl","gramm"
"3313","BAKEROBJ","g","43","1","scientist",5,197,352,100,"pl","gramm"
"3314","BAKEROBJ","g","43","1","discusses",6,197,568,100,"pl","gramm"
"3315","BAKEROBJ","g","43","1","during",7,197,341,100,"pl","gramm"
"3316","BAKEROBJ","g","43","1","the",8,197,377,100,"pl","gramm"
"3317","BAKEROBJ","g","43","1","radio",9,197,292,100,"pl","gramm"
"3318","BAKEROBJ","g","43","1","program",10,197,701,100,"pl","gramm"
"3319","BAKEROBJ","g","43","1","rarely",11,197,382,100,"pl","gramm"
"3320","BAKEROBJ","g","43","1","express",12,197,438,100,"pl","gramm"
"3321","BAKEROBJ","g","43","1","their",13,197,312,100,"pl","gramm"
"3322","BAKEROBJ","g","43","1","ideas",14,197,323,100,"pl","gramm"
"3323","BAKEROBJ","g","43","1","in",15,197,280,100,"pl","gramm"
"3324","BAKEROBJ","g","43","1","plain",16,197,322,100,"pl","gramm"
"3325","BAKEROBJ","g","43","1","language.",17,197,344,100,"pl","gramm"
"3362","BAKEROBJ","h","4","1","The",1,200,138,100,"pl","ungram"
"3363","BAKEROBJ","h","4","1","volunteers",2,200,438,100,"pl","ungram"
"3364","BAKEROBJ","h","4","1","who",3,200,262,100,"pl","ungram"
"3365","BAKEROBJ","h","4","1","the",4,200,268,100,"pl","ungram"
"3366","BAKEROBJ","h","4","1","director",5,200,260,100,"pl","ungram"
"3367","BAKEROBJ","h","4","1","rely",6,200,268,100,"pl","ungram"
"3368","BAKEROBJ","h","4","1","on",7,200,309,100,"pl","ungram"
"3369","BAKEROBJ","h","4","1","completely",8,200,262,100,"pl","ungram"
"3370","BAKEROBJ","h","4","1","are",9,200,347,100,"pl","ungram"
"3371","BAKEROBJ","h","4","1","dedicated",10,200,333,100,"pl","ungram"
"3372","BAKEROBJ","h","4","1","to",11,200,266,100,"pl","ungram"
"3373","BAKEROBJ","h","4","1","their",12,200,296,100,"pl","ungram"
"3374","BAKEROBJ","h","4","1","work.",13,200,314,100,"pl","ungram"
"3459","BAKEROBJ","c","1","1","The",1,206,245,100,"sg","gramm"
"3460","BAKEROBJ","c","1","1","runner",2,206,230,100,"sg","gramm"
"3461","BAKEROBJ","c","1","1","who",3,206,309,100,"sg","gramm"
"3462","BAKEROBJ","c","1","1","the",4,206,244,100,"sg","gramm"
"3463","BAKEROBJ","c","1","1","driver",5,206,331,100,"sg","gramm"
"3464","BAKEROBJ","c","1","1","sees",6,206,322,100,"sg","gramm"
"3465","BAKEROBJ","c","1","1","during",7,206,401,100,"sg","gramm"
"3466","BAKEROBJ","c","1","1","the",8,206,714,100,"sg","gramm"
"3467","BAKEROBJ","c","1","1","commute",9,206,333,100,"sg","gramm"
